石块|[(300, 1)]
热那亚|[(6, 1), (45, 1), (51, 1), (75, 1), (201, 1), (500, 1)]
主心骨|[(353, 1)]
莱顿|[(370, 1), (592, 1), (613, 1)]
每家|[(612, 1), (624, 2)]
沃克|[(30, 1), (113, 1), (146, 2), (217, 1), (220, 1), (307, 1), (390, 1), (393, 1), (412, 1), (466, 2), (535, 2), (545, 3), (553, 1), (634, 1), (639, 1), (648, 2)]
第二第三|[(512, 1)]
低射|[(87, 1), (137, 1), (146, 1), (307, 2), (324, 1), (391, 1), (398, 1), (468, 1), (602, 1), (645, 1), (648, 1), (652, 2)]
第三名|[(151, 1), (187, 1), (384, 1), (407, 1), (416, 1), (580, 1), (599, 1), (612, 1), (659, 1)]
埃文斯|[(202, 1), (388, 1), (391, 1), (398, 2), (424, 1), (601, 2)]
样子|[(171, 1), (432, 1)]
伯尔尼|[(403, 3), (556, 1)]
姆|[(89, 2), (203, 1), (216, 1), (273, 2), (286, 1), (311, 2), (352, 2), (592, 2), (648, 2), (651, 2), (661, 1)]
占优势|[(370, 1)]
贾兹拉|[(666, 1)]
中向|[(154, 1)]
老虎|[(173, 1), (239, 1), (263, 1), (467, 1)]
黄牌|[(94, 1), (188, 1), (244, 1), (257, 1), (273, 1), (287, 1), (338, 1), (351, 1), (358, 1), (359, 1), (368, 4), (391, 1), (398, 4), (530, 2), (559, 1), (601, 1)]
售价|[(287, 1), (313, 3)]
混战|[(358, 1), (370, 1)]
梅西|[(5, 1), (82, 2), (91, 1), (95, 1), (103, 1), (207, 2), (254, 1), (337, 3), (468, 1), (478, 1)]
改到|[(94, 1)]
发起|[(184, 1), (311, 1), (380, 1), (447, 3)]
左右为难|[(642, 1)]
夸赞|[(207, 1), (659, 1)]
西奇|[(17, 1), (51, 1), (74, 3), (82, 1), (114, 1), (118, 1), (170, 3), (283, 1), (367, 2), (412, 1), (483, 1), (523, 2), (543, 1), (553, 1), (580, 1), (588, 1)]
哈尔|[(254, 1)]
巧妙|[(188, 1), (308, 1), (323, 1), (455, 1)]
危机|[(601, 1)]
对阵|[(0, 1), (41, 1), (58, 1), (69, 1), (81, 2), (84, 1), (94, 4), (97, 7), (100, 1), (113, 3), (116, 1), (118, 1), (121, 1), (134, 1), (142, 1), (167, 1), (172, 1), (174, 1), (177, 1), (178, 1), (187, 1), (191, 2), (197, 2), (202, 1), (203, 1), (207, 1), (215, 1), (220, 2), (222, 1), (231, 1), (241, 1), (242, 1), (246, 1), (251, 1), (256, 1), (270, 4), (273, 4), (286, 1), (288, 3), (289, 1), (293, 1), (295, 1), (307, 1), (315, 2), (316, 2), (319, 1), (328, 1), (337, 1), (341, 1), (346, 2), (361, 1), (372, 1), (380, 1), (383, 1), (388, 1), (389, 1), (391, 1), (392, 1), (393, 1), (398, 2), (404, 1), (415, 1), (419, 1), (432, 1), (450, 1), (451, 1), (452, 1), (468, 1), (476, 2), (509, 1), (516, 2), (547, 1), (596, 1), (611, 4), (629, 1), (639, 7), (647, 1), (648, 1), (651, 1), (658, 1), (662, 1), (663, 1), (664, 1), (669, 3)]
现行|[(118, 1)]
标枪|[(110, 1)]
西奥|[(85, 1), (87, 1), (118, 2), (228, 6), (254, 1), (323, 4), (333, 1), (372, 1), (378, 1), (381, 1), (504, 1), (530, 1), (559, 2), (664, 1)]
过马|[(78, 1)]
克亚|[(592, 1)]
僵局|[(58, 1), (236, 1), (250, 1), (308, 1), (338, 2), (368, 2), (369, 1), (384, 2), (409, 1), (595, 1)]
意在|[(98, 1)]
动|[(14, 1), (171, 1)]
助|[(311, 3), (530, 1)]
努|[(476, 1), (613, 1)]
历史|[(83, 1), (126, 1), (138, 1), (174, 1), (192, 1), (212, 1), (279, 1), (318, 4), (328, 1), (339, 1), (344, 1), (346, 1), (374, 1), (416, 1), (446, 1), (447, 1), (592, 11), (595, 1), (611, 2), (631, 1), (646, 2), (648, 2), (663, 1)]
拿过|[(162, 1), (418, 1)]
加|[(35, 1), (42, 1), (45, 1), (75, 1), (89, 2), (226, 1), (258, 1), (308, 2), (324, 1), (332, 1), (333, 1), (338, 5), (351, 3), (359, 4), (368, 5), (389, 1), (451, 1), (506, 1), (526, 1), (577, 1), (579, 1), (617, 2)]
韦尔|[(188, 2)]
势|[(308, 1)]
谈过|[(100, 2), (152, 1), (209, 1), (294, 1), (445, 1), (615, 1)]
下周|[(51, 1), (75, 1), (129, 1), (147, 1), (230, 1), (258, 2), (317, 3), (341, 1), (404, 1), (500, 1), (543, 1), (638, 1), (650, 1), (669, 1)]
劳|[(174, 1), (359, 1), (455, 2)]
摆尾|[(216, 1), (273, 1), (286, 2)]
队长|[(0, 1), (7, 1), (17, 1), (58, 1), (82, 1), (95, 1), (96, 1), (100, 1), (113, 1), (129, 1), (148, 1), (174, 3), (176, 2), (185, 1), (201, 1), (219, 3), (220, 1), (221, 2), (230, 1), (238, 1), (241, 1), (247, 1), (273, 1), (308, 1), (319, 2), (346, 1), (353, 1), (384, 1), (386, 1), (402, 1), (439, 1), (447, 3), (505, 1), (513, 1), (519, 1), (539, 1), (557, 1), (573, 1), (577, 1), (580, 1), (584, 1), (593, 1), (604, 2), (613, 1), (617, 1), (638, 3)]
线上|[(87, 1), (268, 1), (390, 1), (468, 1), (513, 1), (602, 1)]
对格列|[(547, 1)]
苏卜希|[(244, 1)]
颁奖|[(300, 1)]
希思罗|[]
约翰|[(98, 1), (171, 1), (202, 1), (323, 1), (447, 2), (448, 1), (592, 1), (639, 1)]
办|[(40, 1)]
力|[(188, 2), (370, 1)]
空中|[(244, 1)]
违规操作|[(481, 2)]
婚纱照|[(61, 1)]
贝戈|[(289, 1), (617, 1)]
第二场|[(85, 1), (156, 1), (214, 1), (432, 1), (452, 1)]
动物园|[(16, 1)]
电视|[(288, 1)]
合作伙伴|[(182, 1)]
奇尼|[(468, 1), (662, 1)]
人世|[(501, 1)]
评价|[(100, 1), (107, 1), (151, 1), (171, 1), (219, 1), (273, 1), (415, 1), (432, 1), (554, 1), (576, 1), (652, 1)]
大胜|[(0, 1), (188, 1), (279, 1), (307, 1), (308, 1), (310, 1), (323, 1), (333, 1), (368, 1), (369, 3), (376, 1), (378, 1), (384, 1), (385, 1), (454, 2), (504, 2), (614, 1), (642, 1), (643, 1), (644, 1), (645, 1), (649, 1), (650, 1), (652, 2)]
踢|[(20, 1), (37, 1), (45, 1), (70, 1), (84, 1), (94, 4), (97, 1), (100, 3), (101, 2), (116, 1), (118, 1), (126, 1), (129, 2), (138, 1), (149, 1), (155, 1), (164, 1), (172, 4), (174, 1), (176, 1), (190, 1), (191, 7), (197, 4), (206, 1), (214, 1), (215, 2), (217, 1), (219, 3), (221, 1), (248, 7), (249, 1), (252, 1), (259, 1), (261, 1), (265, 1), (266, 1), (268, 2), (269, 2), (270, 3), (273, 1), (275, 1), (278, 4), (279, 1), (285, 2), (290, 1), (291, 6), (293, 1), (302, 1), (304, 1), (311, 5), (315, 1), (316, 1), (318, 1), (335, 2), (343, 1), (352, 1), (353, 1), (360, 2), (362, 3), (374, 3), (384, 4), (385, 1), (398, 1), (401, 1), (402, 2), (404, 1), (407, 3), (416, 1), (418, 7), (419, 7), (432, 8), (434, 1), (436, 1), (444, 1), (446, 6), (452, 1), (456, 2), (461, 1), (468, 1), (471, 2), (477, 2), (480, 1), (482, 2), (492, 1), (500, 1), (509, 1), (515, 1), (538, 1), (542, 2), (547, 1), (562, 1), (568, 1), (570, 1), (571, 1), (580, 1), (583, 1), (587, 1), (590, 1), (602, 1), (607, 1), (609, 1), (614, 2), (628, 2), (639, 1), (642, 2), (647, 1), (649, 5), (652, 1), (659, 5), (663, 5), (669, 1)]
这粒|[(216, 1), (405, 2), (440, 2), (443, 3)]
糟糕透顶|[(315, 1)]
踩|[(157, 1), (432, 1)]
吊球|[(601, 1)]
塞蒂|[(106, 1)]
三人|[(654, 1)]
大牌|[(16, 1), (162, 1), (212, 1), (296, 1), (346, 1), (536, 1)]
成本|[(124, 1), (346, 1), (624, 1)]
踢下去|[(201, 1)]
提交|[(138, 2)]
踹|[(446, 1), (663, 1)]
奇尔|[(188, 2)]
职员|[(279, 1)]
谢斯|[(580, 2)]
挑传后|[(188, 1)]
整个|[(19, 1), (94, 1), (106, 1), (121, 1), (171, 1), (210, 1), (241, 1), (270, 1), (275, 1), (295, 1), (298, 1), (320, 1), (328, 1), (343, 1), (415, 1), (419, 1), (420, 1), (482, 1), (526, 1), (568, 1), (578, 2), (614, 1), (642, 1), (646, 1)]
场外|[(103, 1)]
细心|[(213, 1)]
追寻|[(337, 1)]
十分激烈|[(285, 1)]
重|[(338, 2), (456, 1), (652, 1)]
搬出|[(447, 1)]
德累斯顿|[(66, 1)]
国际足坛|[(207, 1)]
里|[(3, 1), (9, 1), (16, 3), (24, 1), (48, 1), (51, 1), (58, 1), (82, 2), (94, 1), (100, 8), (101, 1), (106, 3), (117, 1), (121, 4), (149, 1), (171, 7), (174, 1), (177, 1), (181, 1), (187, 1), (188, 1), (190, 2), (195, 1), (197, 1), (207, 2), (210, 3), (217, 1), (223, 1), (231, 2), (239, 2), (243, 1), (253, 1), (260, 1), (266, 1), (268, 1), (269, 1), (272, 2), (273, 3), (277, 2), (278, 1), (281, 1), (286, 1), (291, 1), (292, 1), (297, 1), (298, 1), (311, 1), (314, 1), (323, 1), (328, 1), (337, 1), (343, 1), (353, 1), (362, 1), (366, 1), (374, 1), (383, 2), (384, 1), (388, 1), (398, 2), (404, 1), (409, 1), (415, 1), (418, 1), (430, 3), (432, 3), (436, 1), (446, 1), (452, 2), (457, 1), (471, 2), (475, 1), (477, 1), (482, 1), (486, 1), (508, 1), (564, 1), (568, 2), (572, 1), (584, 1), (592, 1), (595, 2), (596, 1), (601, 1), (617, 1), (624, 2), (644, 1), (649, 1), (652, 1), (660, 1), (662, 1), (663, 2), (667, 1)]
付费|[(55, 1)]
系列|[(84, 1)]
形式|[(45, 1), (51, 1), (394, 1), (520, 1), (599, 1), (668, 1)]
霍恩|[(580, 2)]
最初|[(233, 1), (269, 1), (305, 1), (414, 1), (545, 1), (562, 1), (583, 1), (611, 1)]
多份|[(284, 1)]
罗德里戈|[(323, 3)]
激动人心|[(157, 1), (179, 1), (456, 1), (611, 1)]
刮到|[(273, 1)]
上大秀|[(50, 1)]
买进|[(349, 1)]
中前场|[(573, 1)]
联能|[(669, 1)]
恩迪迪|[(188, 3), (370, 3), (613, 1)]
重磅|[]
专门|[(446, 1), (456, 1)]
马德里|[(35, 1), (61, 1), (98, 1), (100, 1), (118, 1), (157, 1), (284, 1), (288, 1), (333, 2), (358, 1), (368, 3), (378, 2), (381, 3), (389, 1), (421, 1), (432, 1), (451, 1), (457, 1), (487, 1), (495, 2), (523, 1), (588, 1)]
秘密|[(225, 1), (445, 1), (536, 1)]
当热|[(639, 1)]
西|[(100, 1), (254, 1), (454, 1), (504, 2), (601, 1), (609, 1)]
第二天|[(78, 1)]
意大利人|[(57, 1), (279, 1), (430, 2), (641, 1)]
预言|[]
他仅|[(355, 1)]
双红会|[(134, 1)]
哀悼|[(501, 3)]
克纳普|[(82, 2), (96, 2), (219, 1), (273, 1), (461, 2), (639, 1), (642, 1)]
惊世骇俗|[(273, 1)]
写意|[(601, 1)]
找到|[(4, 1), (21, 1), (78, 1), (92, 1), (120, 1), (144, 1), (146, 1), (171, 2), (188, 2), (207, 2), (211, 1), (253, 2), (268, 1), (269, 1), (278, 1), (286, 1), (311, 1), (351, 2), (359, 2), (384, 1), (405, 1), (415, 1), (420, 1), (446, 1), (475, 1), (504, 1), (559, 1), (576, 1), (577, 1), (647, 1)]
最小|[(37, 1), (432, 1)]
画风|[(16, 1)]
那段|[(121, 1), (240, 1), (270, 1), (432, 1)]
任务在身|[(295, 1)]
最少|[(641, 1), (646, 1)]
他俩|[(383, 1)]
工具|[(106, 1)]
罚球|[(94, 5), (171, 1)]
分钟|[(8, 1), (10, 4), (62, 1), (87, 14), (93, 2), (94, 2), (101, 2), (137, 5), (146, 9), (174, 1), (188, 20), (191, 1), (206, 1), (244, 6), (257, 10), (273, 1), (277, 2), (307, 10), (308, 13), (314, 1), (323, 12), (324, 15), (327, 1), (338, 12), (339, 1), (344, 1), (345, 15), (351, 12), (358, 20), (359, 19), (368, 18), (369, 9), (370, 18), (377, 1), (378, 6), (381, 2), (383, 3), (390, 10), (391, 10), (398, 22), (405, 1), (409, 9), (418, 1), (419, 2), (454, 2), (455, 13), (468, 18), (504, 5), (508, 9), (521, 1), (530, 5), (559, 8), (601, 12), (602, 11), (609, 16), (629, 3), (645, 6), (648, 25), (652, 11), (653, 1), (655, 1), (656, 1), (657, 1), (658, 1), (663, 3)]
勒于|[(49, 1)]
仅胜|[(477, 1)]
奏效|[(314, 1)]
科格|[(645, 2)]
几支|[(335, 1)]
沃特金斯|[(202, 1)]
苏索|[(186, 5), (489, 6), (518, 1), (524, 6)]
设立|[(37, 1)]
卡普埃|[(370, 3)]
未尽|[(130, 1)]
状|[(261, 1)]
戈登|[(390, 1), (393, 1)]
任意球|[(87, 4), (146, 1), (167, 1), (171, 1), (178, 1), (231, 1), (239, 1), (244, 1), (257, 1), (308, 1), (338, 1), (345, 4), (359, 1), (368, 1), (370, 1), (392, 1), (398, 1), (404, 1), (409, 1), (455, 1), (468, 3), (508, 3), (568, 2), (601, 1), (645, 1), (652, 1)]
犯|[(171, 1), (343, 1)]
左翼|[(268, 1)]
贾努扎|[(51, 2), (602, 1)]
击中|[(87, 1), (121, 1), (146, 1), (244, 1), (308, 1), (344, 1), (345, 1), (369, 2), (378, 1), (390, 1), (468, 2), (504, 1), (508, 2), (559, 1), (652, 1), (657, 1)]
伊森|[(202, 1)]
激活|[(52, 1), (89, 1), (123, 1), (518, 1)]
希顿|[(146, 3), (220, 1), (247, 1), (424, 1)]
名叫|[(16, 1), (265, 1)]
庭审|[(78, 5), (103, 3)]
里昂队|[(51, 1)]
假摔|[(601, 1)]
未尝|[(191, 1), (308, 1), (410, 1)]
新面孔|[(220, 1), (278, 1)]
这会|[(100, 1), (144, 1), (151, 1), (207, 1), (273, 1), (316, 1), (374, 1), (377, 1), (423, 1), (432, 1), (446, 1), (600, 1), (619, 1), (647, 1), (659, 1), (663, 1)]
安赫尔|[(228, 1), (311, 1), (358, 2)]
搔首弄姿|[(171, 1)]
荣誉奖|[(245, 1)]
中学|[(19, 1), (418, 1)]
突尼斯|[(341, 1)]
很差|[(497, 2)]
有惊无险|[(257, 1)]
略过|[(559, 1)]
打折|[(147, 1), (594, 1)]
每日电讯|[(617, 2)]
夫将|[(118, 1)]
单场|[(78, 1), (203, 1), (592, 1)]
担当|[(187, 1)]
获得好评|[(398, 1)]
求|[(136, 1)]
法兰克福|[(142, 1), (239, 1), (495, 1), (580, 4), (609, 2)]
焦点人物|[(343, 1)]
涉险|[(639, 1)]
西斯|[(174, 2), (592, 1)]
遣|[(10, 1)]
亿美元|[(624, 2)]
轰出|[(308, 1), (613, 1)]
关乎|[(411, 1)]
洞穿|[(602, 1)]
尼基|[(344, 1)]
刺激|[(6, 1), (17, 1), (45, 1), (51, 1), (75, 1), (82, 1), (89, 1), (98, 1), (118, 1), (239, 1), (412, 1), (467, 1), (483, 1), (518, 1), (523, 1), (543, 1), (553, 1), (577, 1), (588, 1), (617, 1)]
遍|[(445, 1)]
比达尔|[(5, 2), (6, 1), (219, 1), (254, 1), (530, 2)]
违约金|[(72, 1), (75, 1), (89, 1), (118, 2), (123, 1), (299, 2), (400, 1), (585, 1), (628, 1), (667, 1)]
西文|[(486, 1)]
五分钟|[(191, 1)]
解约|[(68, 2), (147, 1), (175, 1), (247, 2), (258, 1), (331, 1), (343, 2), (433, 1), (470, 1), (544, 1), (560, 1), (594, 1)]
同一天|[(94, 1), (357, 1)]
道|[(16, 1), (29, 1), (75, 1), (80, 1), (119, 1), (125, 2), (171, 2), (260, 1), (270, 1), (288, 1), (321, 1), (340, 1), (345, 1), (384, 1), (601, 2), (663, 1)]
粒|[(5, 1), (34, 1), (111, 3), (128, 1), (174, 1), (198, 1), (216, 1), (248, 1), (272, 1), (294, 1), (311, 1), (351, 1), (359, 1), (378, 1), (431, 1), (475, 1), (489, 1), (514, 1), (579, 1), (592, 11), (595, 5), (601, 1), (608, 1), (610, 1), (611, 2), (619, 1), (623, 1), (642, 1), (643, 1), (648, 1)]
大幅度|[(24, 1), (364, 1), (366, 1)]
布朗维奇|[(601, 1)]
城将会|[(296, 1)]
半程|[(35, 1), (188, 1)]
奋力|[(87, 1), (257, 1), (409, 1), (416, 1)]
厄尔|[(508, 1)]
肇事人|[(300, 1)]
下定|[(362, 1)]
德布雷|[(192, 1)]
粉|[(265, 1)]
兰伤|[]
环境污染问题|[(171, 1)]
势在必进|[(417, 1)]
二月|[(485, 1)]
那不勒斯|[(2, 4), (81, 1), (100, 2), (118, 1), (186, 3), (189, 1), (238, 1), (396, 1), (540, 1), (541, 1), (600, 1)]
家伙|[(171, 2), (363, 1), (445, 1), (663, 1)]
下家|[(21, 1), (118, 1), (142, 1), (412, 1), (429, 2), (453, 1), (466, 1), (617, 1), (620, 2), (640, 1)]
踢球|[(17, 2), (19, 1), (30, 1), (58, 1), (62, 2), (68, 1), (74, 1), (82, 1), (98, 1), (100, 1), (121, 1), (129, 3), (131, 1), (144, 1), (149, 1), (166, 1), (171, 2), (172, 2), (190, 1), (201, 2), (215, 1), (232, 1), (240, 1), (243, 5), (270, 1), (273, 2), (311, 1), (315, 1), (343, 1), (353, 1), (362, 3), (380, 2), (396, 1), (404, 1), (407, 1), (412, 1), (419, 2), (432, 3), (444, 1), (447, 1), (456, 3), (488, 1), (501, 1), (518, 1), (523, 1), (529, 1), (538, 1), (539, 2), (571, 1), (572, 1), (581, 1), (588, 1), (590, 1), (622, 1), (635, 1), (663, 2), (665, 1)]
鹅|[(311, 1)]
焦点|[(87, 1), (188, 1), (244, 1), (324, 1), (415, 1), (446, 1), (477, 1), (534, 1), (648, 1), (652, 1)]
里科|[(8, 3), (409, 2)]
迫使|[(104, 1)]
说真的|[(330, 1)]
加布里埃尔|[(645, 1)]
道歉|[(96, 2), (120, 1), (241, 1), (303, 2), (496, 1), (499, 2), (513, 1), (551, 1), (554, 2), (555, 1), (561, 1)]
以前|[(20, 1), (24, 1), (121, 1), (132, 1), (169, 1), (171, 3), (337, 1), (379, 1), (432, 1), (660, 1)]
承认|[(28, 1), (149, 1), (294, 1), (347, 1), (362, 2), (382, 1), (384, 1), (412, 1), (417, 1), (441, 1), (450, 1), (456, 1), (475, 1), (477, 1), (547, 1), (565, 1), (571, 1), (577, 1), (584, 2), (597, 1), (611, 1), (620, 1), (626, 1), (633, 1), (647, 1), (660, 1)]
我刚|[(277, 1), (456, 1)]
平了|[(418, 1)]
裤子|[(40, 1)]
迈尔|[(132, 1), (165, 1), (382, 3), (483, 3), (514, 6)]
很棒|[(84, 2), (96, 1), (152, 1), (171, 1), (179, 1), (183, 2), (191, 2), (193, 1), (206, 2), (243, 3), (248, 2), (270, 2), (280, 1), (290, 1), (293, 1), (318, 1), (328, 1), (343, 1), (346, 1), (347, 1), (350, 1), (363, 1), (374, 2), (380, 1), (383, 1), (384, 1), (414, 1), (416, 3), (432, 2), (436, 1), (475, 1), (539, 1), (578, 1), (619, 2), (649, 1)]
过高|[(375, 1), (667, 1)]
文托|[(82, 1)]
永不|[]
提议|[(37, 1)]
撒|[(82, 1)]
阵中|[(22, 1), (24, 1), (89, 1), (124, 1), (191, 1), (259, 1), (260, 1), (270, 1), (275, 1), (367, 1), (399, 1), (420, 1), (471, 1), (642, 1)]
露出|[(171, 1)]
撞|[(188, 2), (440, 1), (602, 1)]
夏普|[(121, 1)]
但桑|[(580, 1)]
得以|[(5, 1), (309, 1), (583, 1)]
塔雷|[(233, 2)]
相间|[(265, 1)]
鲁马|[(17, 5), (45, 1), (51, 1), (53, 2), (82, 2), (118, 2), (239, 1), (483, 2), (518, 1), (543, 1), (544, 3), (553, 1), (588, 1)]
五轮|[(418, 1)]
诱惑|[(281, 2), (282, 1)]
治下|[(192, 1)]
草坪|[(637, 1)]
哈默|[(617, 2)]
不论是|[(359, 1)]
说实话|[(121, 1)]
不可收拾|[(270, 1)]
泰勒|[(180, 3), (314, 1)]
可达|[(73, 1), (75, 1)]
死敌|[(288, 1), (421, 1), (446, 1)]
伊万|[(279, 1)]
安静|[(15, 1), (171, 1)]
指标|[(106, 2)]
公告|[(617, 4)]
搞不清楚|[(191, 1)]
找些|[(113, 1)]
没事|[(432, 1), (450, 1), (663, 1)]
锦标赛|[(485, 1)]
衣钵|[(337, 1)]
对不起|[(62, 1)]
意外|[(6, 1), (82, 1), (101, 1), (311, 1), (441, 1), (480, 1), (663, 1)]
恐难|[]
年底|[(129, 1), (624, 1)]
混乱|[(179, 1), (348, 1), (516, 1)]
列强|[(6, 1), (17, 1), (45, 1), (51, 1), (75, 1), (82, 1), (89, 1), (98, 1), (118, 1), (239, 1), (412, 1), (467, 1), (483, 1), (518, 1), (523, 1), (543, 1), (553, 1), (577, 1), (588, 1), (617, 1)]
易边|[(10, 1), (87, 1), (146, 1), (257, 1), (307, 1), (308, 1), (323, 4), (324, 1), (338, 1), (358, 1), (359, 2), (368, 1), (369, 2), (370, 1), (378, 1), (398, 1), (409, 4), (454, 2), (455, 1), (504, 2), (508, 1), (559, 2), (601, 1), (602, 1), (645, 1), (648, 2), (652, 1)]
年度|[(66, 1), (107, 2), (125, 2), (207, 2), (217, 1), (235, 2), (242, 1), (260, 2), (268, 3), (274, 1), (298, 1), (311, 2), (328, 1), (350, 1), (443, 1), (459, 1), (613, 7)]
聚勒|[(573, 1), (580, 1), (609, 1)]
冷静|[(191, 1), (225, 1), (231, 1), (409, 1), (432, 1), (475, 1), (562, 1)]
古迪逊|[(273, 1), (279, 1), (303, 1), (668, 1)]
波尔|[(207, 1), (308, 2)]
犯规|[(171, 1), (188, 1), (275, 1), (324, 1), (338, 1), (351, 1), (358, 2), (359, 1), (368, 1), (391, 1), (398, 2), (530, 1), (568, 1), (602, 2)]
大小|[(37, 4)]
埃斯克|[(106, 1)]
大将|[(207, 1), (232, 1), (428, 1), (455, 1), (560, 1)]
鲜有|[(338, 2)]
屋漏|[(455, 1)]
多见|[(163, 1)]
借着|[(414, 1)]
一幕|[(311, 1), (663, 1)]
被捕|[(109, 1), (115, 1)]
桑巴|[(638, 1)]
中曾|[(536, 1)]
签想|[]
上海|[(296, 2)]
开会|[(415, 1)]
玩好|[(639, 1)]
詹是|[(281, 1), (567, 1)]
感觉|[(58, 1), (83, 2), (101, 2), (129, 3), (148, 1), (149, 1), (156, 2), (171, 1), (172, 1), (190, 1), (231, 2), (248, 1), (251, 1), (259, 1), (266, 1), (269, 1), (270, 1), (273, 1), (280, 1), (292, 1), (295, 1), (320, 1), (346, 2), (353, 2), (362, 1), (380, 1), (404, 2), (407, 1), (432, 1), (440, 2), (446, 1), (461, 1), (471, 1), (497, 3), (560, 1), (596, 4), (644, 1), (649, 1), (663, 1)]
无果|[(228, 2)]
赶到|[(115, 1), (613, 1)]
没去|[(40, 1)]
一副|[(338, 1)]
一年|[(11, 1), (32, 1), (100, 1), (152, 1), (157, 1), (165, 1), (171, 1), (175, 1), (197, 1), (203, 1), (207, 1), (208, 1), (232, 1), (237, 1), (239, 1), (284, 1), (285, 1), (337, 1), (343, 1), (416, 3), (431, 1), (445, 1), (447, 1), (456, 1), (477, 1), (536, 1), (577, 1), (604, 1), (625, 1), (636, 2), (639, 1)]
赞助商|[(42, 1), (182, 1), (313, 1)]
并不认为|[(193, 2)]
塔来|[(416, 1)]
盛况|[(192, 2)]
很多很多|[(157, 1), (281, 1)]
操纵|[(78, 1)]
分中|[(450, 1)]
奖|[(217, 1), (245, 2), (248, 1), (335, 1), (339, 1), (350, 1), (613, 7)]
下礼拜|[(278, 1)]
绷得|[(663, 1)]
初入|[(19, 1)]
塞浦路斯|[(245, 1)]
开至|[(188, 1), (323, 1), (508, 1)]
好|[(0, 1), (5, 2), (19, 2), (24, 4), (39, 2), (58, 1), (59, 1), (84, 5), (94, 1), (97, 2), (100, 3), (101, 1), (102, 2), (107, 1), (112, 1), (113, 6), (119, 1), (121, 2), (129, 1), (144, 1), (148, 2), (151, 1), (155, 2), (156, 1), (162, 1), (171, 3), (172, 1), (176, 1), (187, 2), (191, 4), (195, 1), (197, 2), (200, 1), (206, 5), (211, 1), (214, 2), (225, 1), (231, 3), (232, 1), (233, 2), (237, 1), (243, 1), (248, 2), (249, 1), (256, 1), (257, 1), (261, 1), (265, 1), (268, 1), (269, 4), (270, 2), (273, 2), (279, 2), (280, 1), (285, 2), (290, 1), (292, 1), (293, 2), (307, 1), (308, 1), (311, 2), (312, 2), (314, 2), (317, 1), (320, 1), (321, 1), (328, 1), (335, 3), (338, 1), (346, 1), (362, 1), (366, 2), (379, 1), (380, 3), (384, 1), (385, 1), (387, 1), (401, 1), (402, 2), (404, 3), (406, 2), (407, 4), (408, 1), (411, 2), (415, 4), (416, 3), (418, 2), (432, 3), (435, 1), (436, 2), (439, 1), (440, 3), (441, 1), (445, 1), (446, 2), (448, 3), (475, 1), (480, 1), (492, 1), (497, 1), (498, 1), (515, 2), (547, 2), (559, 1), (562, 1), (583, 1), (587, 1), (590, 1), (596, 3), (600, 1), (607, 1), (619, 1), (624, 2), (626, 1), (639, 3), (647, 3), (649, 12), (650, 1), (659, 1), (663, 3)]
痊愈|[(209, 1), (213, 1)]
八强|[(203, 1)]
难度很大|[(154, 1)]
本月|[(73, 1), (90, 1), (118, 1), (173, 1), (458, 1), (484, 1), (543, 1)]
本有|[(32, 1)]
充分利用|[(155, 1)]
赫在|[(127, 1), (140, 1), (160, 1), (262, 1), (549, 1), (564, 1)]
总部|[(617, 1)]
奥|[(188, 2), (223, 1), (226, 1), (234, 1), (289, 1), (323, 1), (333, 1), (336, 2), (345, 1), (351, 1), (358, 3), (359, 2), (368, 4), (389, 1), (451, 1), (468, 2), (478, 1), (559, 1), (601, 1), (602, 2), (609, 1)]
郎和加|[(384, 1)]
征程|[(68, 1), (273, 1), (562, 1)]
维克托|[(273, 1)]
罗本|[(454, 2), (497, 1), (504, 5)]
打门|[(58, 1), (146, 1), (188, 2), (257, 2), (308, 1), (345, 1), (351, 1), (358, 2), (359, 1), (369, 2), (378, 2), (381, 1), (390, 1), (454, 1), (455, 1), (468, 1), (504, 1), (508, 1), (602, 1), (645, 1), (648, 2)]
逮到|[(663, 1)]
股|[(171, 1), (414, 1), (521, 2)]
刚一|[(171, 1)]
肿|[(446, 1), (568, 1)]
供职|[(196, 1)]
霍莱|[(452, 2)]
指责|[(135, 1), (171, 1), (419, 1)]
两三个|[(384, 1)]
肌|[(521, 2)]
球弹|[(602, 1)]
逆袭|[(410, 1)]
拥有|[(93, 2), (100, 3), (112, 1), (129, 2), (191, 1), (198, 1), (207, 4), (215, 1), (240, 1), (248, 1), (261, 1), (272, 2), (309, 1), (317, 1), (347, 1), (350, 1), (362, 1), (407, 1), (432, 1), (436, 1), (459, 1), (463, 1), (486, 1), (488, 1), (515, 2), (520, 1), (582, 2), (593, 3), (596, 1), (611, 1), (624, 2), (626, 1), (639, 2)]
有萨科|[(210, 1)]
美丽|[(94, 1), (171, 1)]
制胜球|[(398, 1)]
第一块|[(25, 1)]
立入|[(146, 1)]
威胁|[(12, 1), (187, 1), (188, 1), (215, 1), (308, 1), (311, 1), (337, 1), (369, 1), (383, 1), (384, 2), (404, 1), (409, 1), (455, 1), (461, 1), (482, 2)]
肖|[(202, 1), (244, 2), (465, 1)]
打结|[(251, 1)]
亚历山大|[(311, 1)]
大佬|[]
普勒|[(370, 1)]
英乙队|[]
组合|[(187, 1), (191, 2), (311, 1), (359, 1), (580, 1), (639, 1)]
一生|[(58, 1), (231, 1), (584, 1)]
